EventID,Timestamp,Source,EmployeeID,EventType,ThreatLevel,DetectedBy,BlockchainHash,AIClassification,ResponseAction,PolicyVersion,EventDetails
50309,2024-08-04 17:03:53,System,1004,Phishing Email,Info,AI,6a18054a7f9c11849837556617f535b7114e96513cbe5b8a6040bb7fca12c7de,Confirmed Threat,Blocked,v2.9.3,"{""details"": ""Event Phishing Email for user 1004 at 2024-08-04 17:03:53""}"
50310,2025-06-26 17:03:53,System,1149,Password Reset,Info,Human,2a354b087982fcd1f4347f819448fbd702a1f71b9df12d4c2f0513391bf0d872,Confirmed Threat,Blocked,v3.3.16,"{""details"": ""Event Password Reset for user 1149 at 2025-06-26 17:03:53""}"
50311,2024-09-15 17:03:53,System,1074,User Creation,Info,AI,68111ef6a56acba0349ab3d71a5a57bea7b7fd896a14609b0281799efaef8494,Benign,Escalated,v3.4.0,"{""details"": ""Event User Creation for user 1074 at 2024-09-15 17:03:53""}"
50312,2024-09-04 17:03:53,Cloud,1249,Password Reset,Info,Human,a27a4abdc813ab09b3d9535d71807dda958504c75492a0a435fa524e582e0e84,Benign,Blocked,v1.3.3,"{""details"": ""Event Password Reset for user 1249 at 2024-09-04 17:03:53""}"
50313,2025-01-24 17:03:53,System,1243,Login,Info,Human,fd2668fbf43700bb8e055cb89b6d196764726d4df68fca10ee029debb3595b50,Suspicious,Ignored,v1.3.17,"{""details"": ""Event Login for user 1243 at 2025-01-24 17:03:53""}"
50314,2025-06-09 17:03:53,System,1134,Password Reset,Info,AI,db3459560ecb902b7a9aad3352b0ca34206d6d692901960c25920733d687f4d6,Confirmed Threat,Blocked,v1.2.7,"{""details"": ""Event Password Reset for user 1134 at 2025-06-09 17:03:53""}"
50315,2025-03-08 17:03:53,Cloud,1088,User Creation,Info,AI,50652de6fb392b35fe199474ba098cee32789a39242688ab8ad280512bfcc23c,Benign,Ignored,v2.4.12,"{""details"": ""Event User Creation for user 1088 at 2025-03-08 17:03:53""}"
50316,2025-02-06 17:03:53,System,1198,Logout,Warning,Human,d8ffde962bea1ef251a1665415cf863ad4f32ba79c5173118810a8cc8d22e684,Suspicious,Ignored,v1.9.12,"{""details"": ""Event Logout for user 1198 at 2025-02-06 17:03:53""}"
50317,2024-07-25 17:03:53,User,1006,Password Reset,Info,Agentic AI,804d9c2498099cb4e7a36a4906f1928f8213f22fc0d0bc89004ea1c6bb15070e,Confirmed Threat,Ignored,v1.5.4,"{""details"": ""Event Password Reset for user 1006 at 2024-07-25 17:03:53""}"
50318,2024-07-12 17:03:53,User,1240,Phishing Email,Critical,AI,b7ce2c632ce76e654f8b5d4a7a4ece874e2a76499ea10d32f129bad1db308e72,Confirmed Threat,Alert,v2.8.12,"{""details"": ""Event Phishing Email for user 1240 at 2024-07-12 17:03:53""}"
50319,2025-06-08 17:03:53,Cloud,1263,Logout,Info,AI,06799c6b9f989533c41d27b6f3cdbfd975b2fbc46e838b7ab72b01d69931da66,Confirmed Threat,Escalated,v2.2.8,"{""details"": ""Event Logout for user 1263 at 2025-06-08 17:03:53""}"
50320,2025-06-03 17:03:53,Endpoint,1156,Malware Alert,Info,Agentic AI,2ce3d403da3d841e94b1f29621a29a79a1b357f3b82a8388cfab21ddf1298029,Confirmed Threat,Alert,v3.8.16,"{""details"": ""Event Malware Alert for user 1156 at 2025-06-03 17:03:53""}"
50321,2025-05-05 17:03:53,User,1133,Data Download,Critical,AI,d1c3a6ead4f33e15fa78dba6d87d55320e858874b1a20ad804304cf4b425964f,Confirmed Threat,Ignored,v1.0.0,"{""details"": ""Event Data Download for user 1133 at 2025-05-05 17:03:53""}"
50322,2025-06-13 17:03:53,Endpoint,1082,Policy Change,Info,Agentic AI,63bc26153286eec8c1ebd78f7d9528426957773971748dcaae45927d584c29f9,Suspicious,Escalated,v1.3.3,"{""details"": ""Event Policy Change for user 1082 at 2025-06-13 17:03:53""}"
50323,2024-08-09 17:03:53,System,1090,Malware Alert,Info,AI,c1b19c85f074bdb69f3976694772363dea2238da53910912e8969feba3431921,Benign,Blocked,v2.5.19,"{""details"": ""Event Malware Alert for user 1090 at 2024-08-09 17:03:53""}"
50324,2024-09-01 17:03:53,User,1016,Data Download,Info,AI,96a9d82effec610cce84b6f1ec3c46ec8d1c8ac78a157eb85ee716748cd41a60,Confirmed Threat,Alert,v1.4.15,"{""details"": ""Event Data Download for user 1016 at 2024-09-01 17:03:53""}"
50325,2024-10-31 17:03:53,User,1225,Configuration Change,Info,Human,ccce4e41435d452b62b296b4e50fef5338058d38d4134bfa4f8c95aa9f30bd84,Confirmed Threat,Alert,v1.9.0,"{""details"": ""Event Configuration Change for user 1225 at 2024-10-31 17:03:53""}"
50326,2024-09-17 17:03:53,Endpoint,1050,Policy Change,Warning,AI,0b0baa33f61f7bfa388fd0292257f6bb5aa2f9e47c017151a8bffe462e39a582,Suspicious,Blocked,v2.2.20,"{""details"": ""Event Policy Change for user 1050 at 2024-09-17 17:03:53""}"
50327,2024-10-22 17:03:53,Cloud,1271,Phishing Email,Info,AI,696acdc40aa12cf3636e31529011bcda34adf0ca2a243671ff44c84e066cac14,Suspicious,Escalated,v3.8.4,"{""details"": ""Event Phishing Email for user 1271 at 2024-10-22 17:03:53""}"
50328,2025-05-24 17:03:53,System,1035,Phishing Email,Info,Human,5b51804be7590c265cd38f948860a5535a68955a152049a5a1f03d20b3075022,Benign,Alert,v3.4.3,"{""details"": ""Event Phishing Email for user 1035 at 2025-05-24 17:03:53""}"
50329,2024-08-03 17:03:53,Cloud,1061,Phishing Email,Info,AI,ee39bcc187595bc176b695ab84c44a43cc44d4fd36546615132179accefc7280,Benign,Escalated,v2.6.11,"{""details"": ""Event Phishing Email for user 1061 at 2024-08-03 17:03:53""}"
50330,2024-08-15 17:03:53,User,1035,Data Download,Info,AI,9efeb58368d1f5cb3b2451fdf9fb84f8bbdd79e195435f9d72f5cde7b8aeda24,Confirmed Threat,Escalated,v2.9.1,"{""details"": ""Event Data Download for user 1035 at 2024-08-15 17:03:53""}"
50331,2024-11-19 17:03:53,System,1280,Logout,Info,Human,4f62b8b842eb20cf5fd729c5218cdb06db50d6ef52f1636fe76a3b6615f62ca4,Suspicious,Escalated,v1.5.1,"{""details"": ""Event Logout for user 1280 at 2024-11-19 17:03:53""}"
50332,2025-06-12 17:03:53,User,1072,Policy Change,Critical,Human,b15c68df641c2aa1f823021669d946c0e469f2806b6979a636fbe79723c79138,Suspicious,Blocked,v3.9.1,"{""details"": ""Event Policy Change for user 1072 at 2025-06-12 17:03:53""}"
50333,2025-05-10 17:03:53,System,1178,Logout,Warning,Agentic AI,2a1a881e1e58464288fb55b90e55f042ff21dbfdb54b0350b93a2316ff036ee8,Confirmed Threat,Ignored,v1.4.1,"{""details"": ""Event Logout for user 1178 at 2025-05-10 17:03:53""}"
50334,2025-03-24 17:03:53,System,1054,Login,Info,AI,b43e840d6b9d11f3db429d3ec491e842b9dc7d3d03682d6fd20e3a25549d9ea4,Suspicious,Escalated,v1.0.1,"{""details"": ""Event Login for user 1054 at 2025-03-24 17:03:53""}"
50335,2025-06-22 17:03:53,System,1014,Policy Change,Info,Human,598e003042ea066ed0900c2949b2e2bfcb1f0992bfd90ad173a48b6c9a6958c6,Suspicious,Blocked,v2.6.4,"{""details"": ""Event Policy Change for user 1014 at 2025-06-22 17:03:53""}"
50336,2024-09-05 17:03:53,Cloud,1221,Malware Alert,Info,Agentic AI,1f90a418bf98a09f68c89fc54246297c4907c2ac59967e79e33c3d81170728a9,Suspicious,Escalated,v1.5.13,"{""details"": ""Event Malware Alert for user 1221 at 2024-09-05 17:03:53""}"
50337,2024-08-24 17:03:53,Cloud,1030,Policy Change,Info,AI,333677555820cf1f3c263226a53bfa74a5d748f4854d09735f493ead531b3726,Confirmed Threat,Blocked,v1.3.1,"{""details"": ""Event Policy Change for user 1030 at 2024-08-24 17:03:53""}"
50338,2025-02-17 17:03:53,Cloud,1040,Login,Info,Human,4db6aaa388cbc3f3fc4eadec4f2740558075335876d32e52ce3079cc61d94415,Suspicious,Alert,v2.2.19,"{""details"": ""Event Login for user 1040 at 2025-02-17 17:03:53""}"
50339,2025-06-09 17:03:53,Endpoint,1204,Phishing Email,Info,AI,cfbbfc7e9430fc84b9a49759b535ecc2850e033e18d7950691ee9f27f9abb7d2,Confirmed Threat,Alert,v2.5.7,"{""details"": ""Event Phishing Email for user 1204 at 2025-06-09 17:03:53""}"
50340,2025-04-16 17:03:53,User,1228,Unauthorized Access,Info,AI,4e927a6463acdde101896c5f77e1719c7e471638967fe919c991154b76686728,Confirmed Threat,Escalated,v2.8.16,"{""details"": ""Event Unauthorized Access for user 1228 at 2025-04-16 17:03:53""}"
50341,2025-02-03 17:03:53,User,1054,Login,Warning,AI,edb1a735f5676781d022e46f30d417e6af1949867175dead31ba5d1de20d1f9e,Suspicious,Blocked,v1.2.16,"{""details"": ""Event Login for user 1054 at 2025-02-03 17:03:53""}"
50342,2024-09-08 17:03:53,Cloud,1119,Unauthorized Access,Info,Agentic AI,8d898f4526ed53a38b4d3fdf93e1304fc36f6d92aab265babea0942dde4b3f6e,Benign,Blocked,v1.7.20,"{""details"": ""Event Unauthorized Access for user 1119 at 2024-09-08 17:03:53""}"
50343,2025-03-20 17:03:53,Endpoint,1233,Logout,Warning,AI,a401add08c2dc3234eb0e8ed684af25cc433e1a4288b55e511326c97152a82db,Confirmed Threat,Ignored,v2.1.1,"{""details"": ""Event Logout for user 1233 at 2025-03-20 17:03:53""}"
50344,2025-03-18 17:03:53,System,1143,Password Reset,Info,AI,835e3c12d433289e8c6c9943ae630171ae00b92cee4329cd183bc93d3f66b701,Suspicious,Blocked,v1.3.12,"{""details"": ""Event Password Reset for user 1143 at 2025-03-18 17:03:53""}"
50345,2025-04-06 17:03:53,System,1095,Configuration Change,Info,AI,7d1e95d7518e601e835321314d5f8cf4e3e3cbe804f045a398a1a42be1fb47f3,Confirmed Threat,Escalated,v1.9.10,"{""details"": ""Event Configuration Change for user 1095 at 2025-04-06 17:03:53""}"
50346,2024-07-22 17:03:53,Cloud,1135,Password Reset,Info,Agentic AI,98f5241687fb8e412fa9cd8eadfe4cfbbb6d90b68a52929886218acc3316d8ba,Suspicious,Ignored,v3.0.3,"{""details"": ""Event Password Reset for user 1135 at 2024-07-22 17:03:53""}"
50347,2025-04-07 17:03:53,User,1284,Malware Alert,Info,AI,2c22749a496829260d5508b231935e12afe79f7d66ca86f99774614427857c18,Confirmed Threat,Escalated,v1.6.14,"{""details"": ""Event Malware Alert for user 1284 at 2025-04-07 17:03:53""}"
50348,2024-11-28 17:03:53,Endpoint,1122,Data Download,Warning,Agentic AI,2a71c85d3df3821f75f6a3fffc9adecbddd56b7bb85451f94e29c0125e2e88d4,Benign,Alert,v3.4.10,"{""details"": ""Event Data Download for user 1122 at 2024-11-28 17:03:53""}"
50349,2025-05-19 17:03:53,Endpoint,1293,Malware Alert,Info,AI,640428a73356807c66628764f1b6d59c39e145f7db0fb9a4ee15e918d69b379f,Suspicious,Blocked,v1.4.18,"{""details"": ""Event Malware Alert for user 1293 at 2025-05-19 17:03:53""}"
50350,2025-02-20 17:03:53,Cloud,1165,Unauthorized Access,Info,AI,57e8a39241ddc4a298bca963648792dd23836dfdf10eaf6a1359cd1e9a013b64,Suspicious,Blocked,v2.7.20,"{""details"": ""Event Unauthorized Access for user 1165 at 2025-02-20 17:03:53""}"
50351,2024-08-06 17:03:53,System,1285,Policy Change,Info,Human,2b0338e8f9bff5b628cba34fa7733134024c6de7bff9568fa5d6ed95e412d447,Confirmed Threat,Escalated,v1.7.5,"{""details"": ""Event Policy Change for user 1285 at 2024-08-06 17:03:53""}"
50352,2025-03-18 17:03:53,User,1133,Unauthorized Access,Info,AI,465d8dc83ffa20cc046fe5912ccd98ea0ef921c38ce8d0ded9b3c64108adf100,Benign,Blocked,v1.1.20,"{""details"": ""Event Unauthorized Access for user 1133 at 2025-03-18 17:03:53""}"
50353,2025-04-30 17:03:53,System,1020,Data Download,Info,AI,2315f14280722f7b6b73747f95f0a6b0b618306c7c6f6d9c4952bdc1186edb96,Benign,Blocked,v3.4.8,"{""details"": ""Event Data Download for user 1020 at 2025-04-30 17:03:53""}"
50354,2025-04-10 17:03:53,User,1009,Configuration Change,Warning,AI,75a4d0f0b71c527b44fd8cb14e3d44d45eaa95a909af2593245529f81000cab5,Suspicious,Blocked,v1.8.14,"{""details"": ""Event Configuration Change for user 1009 at 2025-04-10 17:03:53""}"
50355,2024-11-06 17:03:53,Endpoint,1058,User Creation,Info,AI,676ff05a7aa8c952e68bf776dddf3a9b845cc7c663e64ce21a8f8449012079e0,Confirmed Threat,Ignored,v1.6.9,"{""details"": ""Event User Creation for user 1058 at 2024-11-06 17:03:53""}"
50356,2025-05-14 17:03:53,User,1074,Login,Warning,AI,0df0b88fadcfad21206c4d66fea9cf92094a7326925c53b105af9158f33b89eb,Suspicious,Escalated,v2.4.19,"{""details"": ""Event Login for user 1074 at 2025-05-14 17:03:53""}"
50357,2024-07-30 17:03:53,User,1016,Data Download,Info,Human,63ab456e4bcee53f09273ce419344b56ffc93eb1a59a3bef975fad943a74138f,Confirmed Threat,Blocked,v1.9.6,"{""details"": ""Event Data Download for user 1016 at 2024-07-30 17:03:53""}"
50358,2024-10-26 17:03:53,User,1161,User Creation,Info,AI,d60bd3bc7705d9555e5cee0d414a9b64f17649a0812bf062195ced71311555ce,Confirmed Threat,Alert,v2.1.2,"{""details"": ""Event User Creation for user 1161 at 2024-10-26 17:03:53""}"
50359,2025-04-09 17:03:53,System,1115,Password Reset,Warning,Agentic AI,e3cbdf02e9e3bd112c2e2dec544258eab8685729e90c0bee5ac6431169356241,Confirmed Threat,Blocked,v3.7.16,"{""details"": ""Event Password Reset for user 1115 at 2025-04-09 17:03:53""}"
50360,2024-11-22 17:03:53,User,1267,Phishing Email,Info,AI,da3b6b5402b64306bd08a13d6a4378bbe84b2eb79ca692f63797fd5a6b77f654,Benign,Escalated,v1.5.7,"{""details"": ""Event Phishing Email for user 1267 at 2024-11-22 17:03:53""}"
50361,2025-06-27 17:03:53,Endpoint,1234,Access Revoked,Info,Agentic AI,4152f2e10cd094aa9041abf5551e1bdb2a846582abf0b2c3f80aadc18f19a0d0,Suspicious,Escalated,v1.5.17,"{""details"": ""Event Access Revoked for user 1234 at 2025-06-27 17:03:53""}"
50362,2025-06-07 17:03:53,User,1259,Logout,Info,AI,7fb0e6f44474ab33330ad213d335736e4cd8cb8ba999b875dcb304c0c4569de3,Suspicious,Alert,v3.2.17,"{""details"": ""Event Logout for user 1259 at 2025-06-07 17:03:53""}"
50363,2025-05-14 17:03:53,Cloud,1126,Malware Alert,Info,AI,3bb770522924448ed8ff4fa7def678d20e93b3a1954ffc03f9f8ed054f6e0d0a,Suspicious,Blocked,v1.6.13,"{""details"": ""Event Malware Alert for user 1126 at 2025-05-14 17:03:53""}"
50364,2025-05-27 17:03:53,System,1259,Data Download,Warning,Human,be93fd94ce9a952ec74080f07831b46c52b20b78d24e8457c4ec5f35fc39a495,Benign,Ignored,v1.2.3,"{""details"": ""Event Data Download for user 1259 at 2025-05-27 17:03:53""}"
50365,2024-08-28 17:03:53,System,1215,Unauthorized Access,Info,Human,ebb45072d5f6b560ba07f3769fabed33b160c3c24fc24d721d822767dd1876c3,Suspicious,Blocked,v3.2.2,"{""details"": ""Event Unauthorized Access for user 1215 at 2024-08-28 17:03:53""}"
50366,2025-02-09 17:03:53,System,1068,User Creation,Info,AI,869b875793f78c79c7da72f56b0752afdb114e011d3e0309e6c9f7f2326a163e,Confirmed Threat,Alert,v3.4.3,"{""details"": ""Event User Creation for user 1068 at 2025-02-09 17:03:53""}"
50367,2024-07-31 17:03:53,Endpoint,1173,Access Revoked,Info,Agentic AI,22df5b2da6e55d94c971d7af0e81a65fb6c044f2874ef4c7593cfa65bc461eec,Suspicious,Ignored,v3.7.13,"{""details"": ""Event Access Revoked for user 1173 at 2024-07-31 17:03:53""}"
50368,2024-10-09 17:03:53,Cloud,1149,Phishing Email,Warning,AI,37e066cd230d25a5115ecf726d029985008ecef1b472745ea25bcb658c9da7a2,Confirmed Threat,Blocked,v1.0.18,"{""details"": ""Event Phishing Email for user 1149 at 2024-10-09 17:03:53""}"
50369,2025-01-18 17:03:53,System,1190,Configuration Change,Info,Human,58e37180fec29521eb1692d7f2c8e21f97d37f160194314619fbb764584f28b1,Confirmed Threat,Escalated,v1.3.9,"{""details"": ""Event Configuration Change for user 1190 at 2025-01-18 17:03:53""}"
50370,2025-04-22 17:03:53,Endpoint,1253,Access Revoked,Info,AI,639c51e1f2ecb056f8a2e463465c021dbc1eafd618d0564c8dd6048eb8e07cda,Confirmed Threat,Ignored,v2.5.12,"{""details"": ""Event Access Revoked for user 1253 at 2025-04-22 17:03:53""}"
50371,2024-07-29 17:03:53,Cloud,1164,Data Download,Warning,Agentic AI,ab7c1411034be06ab7976e847331c1ceab02b3a96a15daafc6a500ebb8c3f0aa,Confirmed Threat,Alert,v2.8.8,"{""details"": ""Event Data Download for user 1164 at 2024-07-29 17:03:53""}"
50372,2024-08-27 17:03:53,User,1295,Password Reset,Info,Human,e3afcb384d14361730633c222ed5f0a30046a12b81d09d36da63a1cce3218575,Suspicious,Escalated,v2.7.7,"{""details"": ""Event Password Reset for user 1295 at 2024-08-27 17:03:53""}"
50373,2025-05-14 17:03:53,User,1087,Unauthorized Access,Warning,Agentic AI,247807d1645512918b0bc6c167157186d32115b0bac2f1deeed764f2cd9e3484,Confirmed Threat,Escalated,v1.1.6,"{""details"": ""Event Unauthorized Access for user 1087 at 2025-05-14 17:03:53""}"
50374,2024-07-22 17:03:53,Cloud,1283,User Creation,Info,Human,1662102f5e9d26bc32a478b899a55f4ce08cf454eab46f9252524747b6f816ee,Confirmed Threat,Alert,v1.7.0,"{""details"": ""Event User Creation for user 1283 at 2024-07-22 17:03:53""}"
50375,2025-04-26 17:03:53,User,1190,Policy Change,Info,AI,a8a033b9c4f55bb1400161ce4694a3472f416465c55c37dee0bab6c6f65a5e4e,Benign,Ignored,v2.1.3,"{""details"": ""Event Policy Change for user 1190 at 2025-04-26 17:03:53""}"
50376,2024-11-19 17:03:53,System,1228,Malware Alert,Info,Human,5118ee1aa8f522983911b977bed3b127d3243c97d79f4070016d402f6702798e,Suspicious,Blocked,v2.1.7,"{""details"": ""Event Malware Alert for user 1228 at 2024-11-19 17:03:53""}"
50377,2025-03-24 17:03:53,Cloud,1039,Access Revoked,Info,AI,7e4cad5b6532e936b267ba4636517a5df8ee71cc908b4a145c718b5db7e042b6,Confirmed Threat,Blocked,v3.5.1,"{""details"": ""Event Access Revoked for user 1039 at 2025-03-24 17:03:53""}"
50378,2024-10-13 17:03:53,User,1222,Logout,Warning,AI,11cd4266f087b9e448d70e2f0da6af36969fd93ff3fc9a7bb55cb1d2dfdd67e0,Confirmed Threat,Blocked,v3.0.7,"{""details"": ""Event Logout for user 1222 at 2024-10-13 17:03:53""}"
50379,2024-10-28 17:03:53,System,1071,Password Reset,Info,AI,34ac268f473d023da17982689fea0dd1fab189f2d86418d19572c0cdfe74f659,Benign,Ignored,v1.7.9,"{""details"": ""Event Password Reset for user 1071 at 2024-10-28 17:03:53""}"
50380,2025-03-29 17:03:53,Endpoint,1068,Policy Change,Warning,Agentic AI,5a655ab2b15c4d8d292eb6a050277bbd1050b585fea843716e8ab47d8c179b7d,Benign,Ignored,v1.7.17,"{""details"": ""Event Policy Change for user 1068 at 2025-03-29 17:03:53""}"
50381,2025-02-07 17:03:53,Endpoint,1107,Data Download,Info,AI,070ff30efce1c0975fd13856c22fef85056665e564faa1fc4f028a8bbacc6628,Confirmed Threat,Alert,v3.5.15,"{""details"": ""Event Data Download for user 1107 at 2025-02-07 17:03:53""}"
50382,2024-12-08 17:03:53,Cloud,1272,Configuration Change,Warning,Agentic AI,4eb2f91053f3ed9140c1f2135f71211e43cc2d55d751cbf55466f463651562c8,Confirmed Threat,Ignored,v2.6.19,"{""details"": ""Event Configuration Change for user 1272 at 2024-12-08 17:03:53""}"
50383,2024-12-06 17:03:53,System,1183,User Creation,Info,Human,b8bd074b8e61d6500f294545412a331b1587b4c3985245c0b4ef332ba73369da,Suspicious,Ignored,v2.5.7,"{""details"": ""Event User Creation for user 1183 at 2024-12-06 17:03:53""}"
50384,2025-03-02 17:03:53,Cloud,1218,Logout,Critical,AI,7df6c1c75c7985e51e6504983caca3b559bfff5109a4d299ab57ecfeebf76134,Suspicious,Ignored,v3.2.15,"{""details"": ""Event Logout for user 1218 at 2025-03-02 17:03:53""}"
50385,2025-06-24 17:03:53,System,1251,Password Reset,Info,AI,abcfe7fb427385de74bdcac737acb73bc98b7a587c270266f7eeb5d1d7c7d454,Confirmed Threat,Alert,v2.0.17,"{""details"": ""Event Password Reset for user 1251 at 2025-06-24 17:03:53""}"
50386,2025-02-03 17:03:53,User,1166,Unauthorized Access,Info,AI,2138a35e38f469ae9786e7f9bd82ef4d29e1eaacab60d53f6e13a0f6ff498103,Suspicious,Escalated,v1.4.15,"{""details"": ""Event Unauthorized Access for user 1166 at 2025-02-03 17:03:53""}"
50387,2024-12-12 17:03:53,Endpoint,1113,Access Revoked,Info,AI,f683233f0622ddcbf5a184f2133b3fd21b964970e88533aaf1865c28d177f374,Benign,Alert,v3.1.19,"{""details"": ""Event Access Revoked for user 1113 at 2024-12-12 17:03:53""}"
50388,2024-07-18 17:03:53,Endpoint,1169,Data Download,Warning,Human,529df62164194a6dcdd0c1977a680b3066beea8a08e275aee4be87fcaf9a2d63,Confirmed Threat,Escalated,v2.8.2,"{""details"": ""Event Data Download for user 1169 at 2024-07-18 17:03:53""}"
50389,2025-01-09 17:03:53,Cloud,1026,User Creation,Info,Agentic AI,23460559fb446b2b8078a92bd07305b1f410019ec5d2c73429c2eb1812f01635,Confirmed Threat,Ignored,v3.3.9,"{""details"": ""Event User Creation for user 1026 at 2025-01-09 17:03:53""}"
50390,2025-02-04 17:03:53,User,1083,Access Revoked,Info,Agentic AI,b2147fb419876334afaba3606ee651f23809259df947a816a29f88e2b20bb93e,Benign,Blocked,v1.8.3,"{""details"": ""Event Access Revoked for user 1083 at 2025-02-04 17:03:53""}"
50391,2024-07-29 17:03:53,System,1257,Malware Alert,Info,AI,941249d34b1883ddf7f2b7af2b195a1296748a99c17290dd5fdd7c4982f6e4b1,Benign,Alert,v1.4.3,"{""details"": ""Event Malware Alert for user 1257 at 2024-07-29 17:03:53""}"
50392,2024-09-13 17:03:53,System,1194,Configuration Change,Warning,Agentic AI,8a4a74977dd8017a84c99f6121503604e53ef464372eb18da53251e4264d868a,Benign,Blocked,v1.8.13,"{""details"": ""Event Configuration Change for user 1194 at 2024-09-13 17:03:53""}"
50393,2024-08-25 17:03:53,Cloud,1011,Login,Warning,Agentic AI,c6d5f6d1d967972ef5232289f8b65440d031f15ebc034f34edd7ce56c8a0fc50,Benign,Escalated,v2.6.16,"{""details"": ""Event Login for user 1011 at 2024-08-25 17:03:53""}"
50394,2025-02-27 17:03:53,User,1012,Unauthorized Access,Info,AI,37c665d6911a5dd65d9f39f13ff63a011aa02182a986fe7b6f38d469349dd856,Confirmed Threat,Ignored,v2.4.13,"{""details"": ""Event Unauthorized Access for user 1012 at 2025-02-27 17:03:53""}"
50395,2025-04-21 17:03:53,System,1048,Policy Change,Info,AI,f68cb8d6bad06790354254852a47777b87e7ba5b73b2e0d00b3b5709d0e3aab5,Confirmed Threat,Alert,v2.0.15,"{""details"": ""Event Policy Change for user 1048 at 2025-04-21 17:03:53""}"
50396,2025-02-24 17:03:53,Endpoint,1202,Access Revoked,Info,Agentic AI,dd937d94ed65c9524f4115b0370e0a0b3e75550a01b455e15b60394f89c97307,Suspicious,Alert,v2.5.15,"{""details"": ""Event Access Revoked for user 1202 at 2025-02-24 17:03:53""}"
50397,2024-12-25 17:03:53,User,1289,Logout,Info,AI,7b086360814ce96640670a23078c1262b615d66638b31d39f05a3860309d157d,Benign,Blocked,v3.2.6,"{""details"": ""Event Logout for user 1289 at 2024-12-25 17:03:53""}"
50398,2024-08-19 17:03:53,Cloud,1251,Password Reset,Info,AI,6e6a34819d100debf80b74eb7c5ab4b2978cdc2a2ff486531b380b6c67efe9b8,Suspicious,Alert,v1.7.8,"{""details"": ""Event Password Reset for user 1251 at 2024-08-19 17:03:53""}"
50399,2024-09-23 17:03:53,User,1211,Unauthorized Access,Info,AI,3946f824ff08fb1f2f61a868f0a3e8d1dc8373486348f8dd03d1205353147e22,Confirmed Threat,Ignored,v1.4.6,"{""details"": ""Event Unauthorized Access for user 1211 at 2024-09-23 17:03:53""}"
50400,2024-12-15 17:03:53,System,1288,Phishing Email,Critical,AI,b4ffe2dcf863121098d1f1a66238a8ae6787504eba660f34b5e9f8b6a39db0e3,Suspicious,Ignored,v3.8.2,"{""details"": ""Event Phishing Email for user 1288 at 2024-12-15 17:03:53""}"
50401,2025-01-16 17:03:53,Endpoint,1054,Malware Alert,Info,Human,3b204823c7375d9660c766e086b1052d9047c2f44a5250a3241ed17b0cb6a90f,Confirmed Threat,Blocked,v1.3.14,"{""details"": ""Event Malware Alert for user 1054 at 2025-01-16 17:03:53""}"
50402,2025-03-18 17:03:53,System,1059,Login,Info,Agentic AI,2cb5ad40c72a7a9ee5263b37395804b2ad37b9ee9fb67027b33d96b944aac910,Suspicious,Alert,v3.8.13,"{""details"": ""Event Login for user 1059 at 2025-03-18 17:03:53""}"
50403,2024-09-06 17:03:53,User,1205,Login,Info,AI,70ee13eb60fa8b0b17c4c8952cf515ea9732a78f245de5617f0756012d9c3d04,Confirmed Threat,Escalated,v3.5.19,"{""details"": ""Event Login for user 1205 at 2024-09-06 17:03:53""}"
50404,2024-09-18 17:03:53,Cloud,1191,Password Reset,Info,AI,dd831137d816a8df0011413cae921c846b21a9a0bd64d1ede12e8fbc3b493282,Confirmed Threat,Escalated,v3.9.8,"{""details"": ""Event Password Reset for user 1191 at 2024-09-18 17:03:53""}"
50405,2024-12-24 17:03:53,Cloud,1242,Phishing Email,Critical,Agentic AI,d8cc248738165beeaee5d97fe338c94ff625a83ac49df0ddc32c058d20d1fab0,Benign,Alert,v3.7.0,"{""details"": ""Event Phishing Email for user 1242 at 2024-12-24 17:03:53""}"
50406,2024-09-22 17:03:53,Cloud,1163,Malware Alert,Info,Agentic AI,f8f64fb06db1807d7033d189374fa67c5675ef71fdaa69aebf9eb1c6a0805225,Benign,Escalated,v3.3.6,"{""details"": ""Event Malware Alert for user 1163 at 2024-09-22 17:03:53""}"
50407,2024-12-24 17:03:53,System,1049,User Creation,Info,AI,faeafc0f2529d3c62fd0f55e34438a2819ab51b557041465cef717e87991d467,Confirmed Threat,Alert,v1.5.20,"{""details"": ""Event User Creation for user 1049 at 2024-12-24 17:03:53""}"
50408,2025-05-25 17:03:53,User,1287,Policy Change,Info,Human,5adf5af3bfcf16e333bddf24d1b027dac65b68392220c6ce314a079caef997e9,Suspicious,Ignored,v3.4.11,"{""details"": ""Event Policy Change for user 1287 at 2025-05-25 17:03:53""}"
50409,2024-08-16 17:03:53,Cloud,1207,Unauthorized Access,Info,Human,d781d1591289b1dc54302c90233ce0d085c3a326cc49ca9ec22af2559d79d006,Benign,Escalated,v1.4.18,"{""details"": ""Event Unauthorized Access for user 1207 at 2024-08-16 17:03:53""}"
50410,2024-12-24 17:03:53,System,1053,Data Download,Info,Agentic AI,331e6be3fbc90a3e76aab5d086ceebac19d32a0ef3c31a05b36802245a04f7a4,Confirmed Threat,Escalated,v3.9.15,"{""details"": ""Event Data Download for user 1053 at 2024-12-24 17:03:53""}"
