AuditID,EventRef,Timestamp,SmartContract,BlockchainHash,ValidatorNode,LogType,Details
30111,POL1019,2024-10-06 17:03:53,SmartC-Audit-v2,0f640b597ab5ff482ae7cb2c5813f92883d7bc5f8f37623ac3b7772660880420,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1019"",""ts"":""2024-10-06 17:03:53""}"
30112,POL1016,2024-07-10 17:03:53,SmartC-Audit-v1,1a78d3ce5884a0d4025afc803bf0742e791a68ae2c1320b8fc03d8323dd180e8,Node02,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1016"",""ts"":""2024-07-10 17:03:53""}"
30113,50068,2024-10-26 17:03:53,SmartC-Incident-v1,137f9c6dbe4159109527ee9490f64d2fc41959e00ac420409a29f7e84d09a370,Node05,Access,"{""type"":""Access"",""ref"":""50068"",""ts"":""2024-10-26 17:03:53""}"
30114,POL1017,2024-07-31 17:03:53,SmartC-Access-v3,da703c99a9ed9bf7f193ae1700d25d1f8ef9061fd58d6197aa13d93b4725d4ac,Node03,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1017"",""ts"":""2024-07-31 17:03:53""}"
30115,10048,2024-09-23 17:03:53,SmartC-Incident-v2,1fad42d9acf0322487fc7fdb63cde42b22aae7495dab9d61118ecfd5725e2438,Node01,Incident,"{""type"":""Incident"",""ref"":""10048"",""ts"":""2024-09-23 17:03:53""}"
30116,10028,2025-04-29 17:03:53,SmartC-Policy-v3,da78670e0ef391460436214197ba231d44e783472aed1b2c9d1331009ee62339,Node02,Incident,"{""type"":""Incident"",""ref"":""10028"",""ts"":""2025-04-29 17:03:53""}"
30117,POL1012,2025-05-20 17:03:53,SmartC-Policy-v2,8ca012078c1937b0618f8eb43582ad2153b35e9625383bb9e29558f8d93f38c8,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1012"",""ts"":""2025-05-20 17:03:53""}"
30118,50174,2025-05-13 17:03:53,SmartC-Incident-v1,a04784eccb3b040c631d6418ddaec6deaf2d26aaff07dc8d202d19152d0aed96,Node01,Event,"{""type"":""Event"",""ref"":""50174"",""ts"":""2025-05-13 17:03:53""}"
30119,10048,2025-05-01 17:03:53,SmartC-Access-v2,40af15ebf142bc99996de92434c7b95c2cfed9a6e8ab09148b4fa8a598268567,Node01,Incident,"{""type"":""Incident"",""ref"":""10048"",""ts"":""2025-05-01 17:03:53""}"
30120,50300,2024-10-10 17:03:53,SmartC-Access-v2,8af4a468a7ead87eacf2c9e0aa688d077415480e54b0461954071dbe73ef6463,Node03,Event,"{""type"":""Event"",""ref"":""50300"",""ts"":""2024-10-10 17:03:53""}"
30121,50132,2025-03-28 17:03:53,SmartC-Access-v2,773387d7f3526e57e3a5704287b7c975e965fdc13e3d34ede05ec6358034070c,Node05,Event,"{""type"":""Event"",""ref"":""50132"",""ts"":""2025-03-28 17:03:53""}"
30122,50006,2025-02-23 17:03:53,SmartC-Policy-v1,4834c99ff8c8f622649050fad8eaa3bea92c5cd75cedd40add5334cbded7167d,Node01,Access,"{""type"":""Access"",""ref"":""50006"",""ts"":""2025-02-23 17:03:53""}"
30123,50705,2024-10-27 17:03:53,SmartC-Policy-v3,74f0d6dde0de28d10a6615ff3ea864bcc432814820f8e607a0add96704cc7bb0,Node02,Access,"{""type"":""Access"",""ref"":""50705"",""ts"":""2024-10-27 17:03:53""}"
30124,10099,2025-06-06 17:03:53,SmartC-Audit-v2,97991935aa94800a101e1842a4aaa80b6c1804246759d58bf0934e1d281ae114,Node05,Incident,"{""type"":""Incident"",""ref"":""10099"",""ts"":""2025-06-06 17:03:53""}"
30125,10073,2024-12-24 17:03:53,SmartC-Audit-v2,6d3540ca2af492d5531fe338d6b12d9ebd4a7b268f9f3f78b0b04ad57eeca3c9,Node04,Incident,"{""type"":""Incident"",""ref"":""10073"",""ts"":""2024-12-24 17:03:53""}"
30126,50502,2025-02-20 17:03:53,SmartC-Incident-v3,54d6d95843d0c0c54bf066cef4d900f0c74298aaa81e70d236dc9d1903588f33,Node01,Access,"{""type"":""Access"",""ref"":""50502"",""ts"":""2025-02-20 17:03:53""}"
30127,50723,2024-10-16 17:03:53,SmartC-Incident-v1,4f6f99d6a6763b5b45ad94525b557f595bd53b1c2bdf4f90d8641781cdef4869,Node04,Access,"{""type"":""Access"",""ref"":""50723"",""ts"":""2024-10-16 17:03:53""}"
30128,50877,2025-02-08 17:03:53,SmartC-Audit-v2,4ccbce98d3252a202c7162f59ce976284c6230fdbe2e6d60c88b825a85b0f3ed,Node01,Event,"{""type"":""Event"",""ref"":""50877"",""ts"":""2025-02-08 17:03:53""}"
30129,50363,2025-06-10 17:03:53,SmartC-Audit-v3,5814a9bc735135292bd3da1c0c6591e6bddfe914142db7b2f14b072155c222cd,Node04,Access,"{""type"":""Access"",""ref"":""50363"",""ts"":""2025-06-10 17:03:53""}"
30130,10033,2024-07-21 17:03:53,SmartC-Policy-v3,a5c6a5805f5559ede15c4bb19434292eb44f4f10e2c049bd666609e5b2d31968,Node01,Incident,"{""type"":""Incident"",""ref"":""10033"",""ts"":""2024-07-21 17:03:53""}"
30131,50977,2025-04-14 17:03:53,SmartC-Incident-v2,74229fbfc669a264cf61b63d872cf085b2302194edc9bc31954f72edb048b166,Node01,Access,"{""type"":""Access"",""ref"":""50977"",""ts"":""2025-04-14 17:03:53""}"
30132,10040,2024-09-13 17:03:53,SmartC-Policy-v1,f117520c0084b1337e1f550c3390ae73c6b0d684c2fae6ae47ba5dbb2afeaa14,Node01,Incident,"{""type"":""Incident"",""ref"":""10040"",""ts"":""2024-09-13 17:03:53""}"
30133,50980,2025-05-24 17:03:53,SmartC-Audit-v1,b15ebf1f466bbb922af68b5751f381963b7dd3adbf96dbdcb9345b7403cb2079,Node04,Event,"{""type"":""Event"",""ref"":""50980"",""ts"":""2025-05-24 17:03:53""}"
30134,51296,2025-02-11 17:03:53,SmartC-Policy-v2,e9f83f1142e967812a41985000452d795a651185fe9304d5576827db3ced85a9,Node02,Event,"{""type"":""Event"",""ref"":""51296"",""ts"":""2025-02-11 17:03:53""}"
30135,POL1005,2024-10-17 17:03:53,SmartC-Audit-v1,1a057cc2de938cd2301b5b8bb9054c1d278eba821d6a0038e1a4e1e85ac29e40,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1005"",""ts"":""2024-10-17 17:03:53""}"
30136,51200,2024-09-25 17:03:53,SmartC-Incident-v1,fc0fdbb719cd9b9f3c6d3b504e88e4745dae29e70abc4cebce756646ee779991,Node04,Access,"{""type"":""Access"",""ref"":""51200"",""ts"":""2024-09-25 17:03:53""}"
30137,51326,2025-03-27 17:03:53,SmartC-Access-v2,996e07e3a5fbd3aaea8381f8eaa46997147150dc4c557a9372bf462bf621c6dd,Node02,Access,"{""type"":""Access"",""ref"":""51326"",""ts"":""2025-03-27 17:03:53""}"
30138,50172,2024-08-19 17:03:53,SmartC-Access-v1,381374a97fcaac48d2fd9a20d5232e3dd061543d39b0a670f54e718981025cd9,Node05,Event,"{""type"":""Event"",""ref"":""50172"",""ts"":""2024-08-19 17:03:53""}"
30139,50395,2024-07-19 17:03:53,SmartC-Incident-v1,f03fd7c67b4ca75e7155d0bf16183c5141fb57c6dbb3a09c4a746a82e46ca676,Node02,Access,"{""type"":""Access"",""ref"":""50395"",""ts"":""2024-07-19 17:03:53""}"
30140,50690,2024-11-10 17:03:53,SmartC-Policy-v1,e3980f3f69ea611c0513b9921c5ac180bae3fdcd14949b43b4e3ae11ac63e761,Node01,Event,"{""type"":""Event"",""ref"":""50690"",""ts"":""2024-11-10 17:03:53""}"
30141,POL1005,2024-11-17 17:03:53,SmartC-Audit-v2,9f192d6c5b71921d276e07757ff6a56cde3f6faa7d952b605738136214eaa10d,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1005"",""ts"":""2024-11-17 17:03:53""}"
30142,50779,2025-05-17 17:03:53,SmartC-Policy-v1,64dd1be38ef7b74a5e8ff0578019269a9d8f87b39dad5f9b2152ce0d7ec8223b,Node04,Event,"{""type"":""Event"",""ref"":""50779"",""ts"":""2025-05-17 17:03:53""}"
30143,50212,2025-03-16 17:03:53,SmartC-Policy-v3,47994a137d9a75721ad44d1bbe6df8326dbce5ca08519df8c4c8b9b0057eb0b7,Node04,Access,"{""type"":""Access"",""ref"":""50212"",""ts"":""2025-03-16 17:03:53""}"
30144,50702,2025-04-25 17:03:53,SmartC-Incident-v2,a5f67df1fd6d53b8b3e0ecad7b227d0c95aefaa67453f22ad6e94a4b173d03c0,Node02,Event,"{""type"":""Event"",""ref"":""50702"",""ts"":""2025-04-25 17:03:53""}"
30145,POL1002,2024-08-25 17:03:53,SmartC-Incident-v2,986ec37fde8d080ebbf28a59788094bf2d78e6fd753d720b655fe6f0fd5c22a8,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1002"",""ts"":""2024-08-25 17:03:53""}"
30146,50724,2024-09-29 17:03:53,SmartC-Audit-v2,47d72db5692889946da6283622f447616c1ccfbebd0b261212157f209c23da8a,Node03,Event,"{""type"":""Event"",""ref"":""50724"",""ts"":""2024-09-29 17:03:53""}"
30147,POL1014,2025-02-20 17:03:53,SmartC-Policy-v2,4356c0b7e7214e0b339af3b9643dd341bb935f42a3709570dddd4b87160a412d,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1014"",""ts"":""2025-02-20 17:03:53""}"
30148,POL1016,2024-10-09 17:03:53,SmartC-Access-v2,b04d7bd89f6b6af02cfa0e65fc3aeb5d2e1566b358b9759749cc0bc2f6459859,Node03,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1016"",""ts"":""2024-10-09 17:03:53""}"
30149,POL1026,2024-11-12 17:03:53,SmartC-Audit-v2,11dfb22cd253f39038c36f8f9c7bc989d1d8c80c667d004e7c5c4e5db9def679,Node04,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1026"",""ts"":""2024-11-12 17:03:53""}"
30150,50791,2025-05-18 17:03:53,SmartC-Audit-v2,4d58d5931d8993c99e6d3d93042b6685e7316e8867ab1ab6a1be479abbb86c42,Node03,Access,"{""type"":""Access"",""ref"":""50791"",""ts"":""2025-05-18 17:03:53""}"
30151,51048,2024-12-05 17:03:53,SmartC-Audit-v1,2c29d7affa353d2bbd273a5246b46b9e2013af232cfdd7e57467ff29442158a3,Node02,Event,"{""type"":""Event"",""ref"":""51048"",""ts"":""2024-12-05 17:03:53""}"
30152,51184,2024-12-02 17:03:53,SmartC-Access-v1,931002d802916cb07dffbc06fc0f2cea5a3a95094c8ad4bee6bf1438589dc306,Node01,Access,"{""type"":""Access"",""ref"":""51184"",""ts"":""2024-12-02 17:03:53""}"
30153,50834,2025-05-24 17:03:53,SmartC-Policy-v2,836049e233300066566288526db2dfb573e29ee356fcdbffe520b7ee4908adc8,Node01,Access,"{""type"":""Access"",""ref"":""50834"",""ts"":""2025-05-24 17:03:53""}"
30154,51185,2024-09-12 17:03:53,SmartC-Audit-v2,b267fdf9b3b1cf4d85d1f1b0ac3dfc8eccbc660289c48e7840b32c645a7b6f47,Node04,Event,"{""type"":""Event"",""ref"":""51185"",""ts"":""2024-09-12 17:03:53""}"
30155,50225,2024-09-19 17:03:53,SmartC-Incident-v2,93f0e7a3a488286d29612663e2e5e20a92425a7eedcca5d9d6ef3cf0c4a0fa9e,Node02,Access,"{""type"":""Access"",""ref"":""50225"",""ts"":""2024-09-19 17:03:53""}"
30156,50856,2025-03-17 17:03:53,SmartC-Policy-v3,055f5fd18e5f6a0df62cfa981341ed68dfbdb36eb0053b7801b5121c94406d71,Node02,Event,"{""type"":""Event"",""ref"":""50856"",""ts"":""2025-03-17 17:03:53""}"
30157,51439,2024-07-19 17:03:53,SmartC-Audit-v3,c2bc56b0f85710f88c97911b4160169d696a8375095266221aaf4f87558cb819,Node02,Access,"{""type"":""Access"",""ref"":""51439"",""ts"":""2024-07-19 17:03:53""}"
30158,51403,2024-11-22 17:03:53,SmartC-Policy-v1,66f65a2b7092cbe6d55b3d9e10984ceb76bb7f84e96566600faf3943a45f19c4,Node02,Access,"{""type"":""Access"",""ref"":""51403"",""ts"":""2024-11-22 17:03:53""}"
30159,10078,2025-02-16 17:03:53,SmartC-Access-v1,683387bdb57561f2c6518887aa2fc2ea2e92131e77ca3efd3a5945caf5adaeaa,Node02,Incident,"{""type"":""Incident"",""ref"":""10078"",""ts"":""2025-02-16 17:03:53""}"
30160,POL1026,2024-10-16 17:03:53,SmartC-Access-v2,79de6171f2b5ffe9f686150ab2bcc5841350b7b4387d46b4704505424b340a55,Node04,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1026"",""ts"":""2024-10-16 17:03:53""}"
30161,10074,2024-12-31 17:03:53,SmartC-Audit-v3,2ef1ff9698f30e034ed0093a60a1c3b38a86fdcdc834ff64f77ab0047c0f279d,Node05,Incident,"{""type"":""Incident"",""ref"":""10074"",""ts"":""2024-12-31 17:03:53""}"
30162,50281,2025-01-15 17:03:53,SmartC-Incident-v3,744c0c354a9111202a440f3f8d34f87b1f27d6ec2fd91a58c229bbfc48df2a24,Node03,Event,"{""type"":""Event"",""ref"":""50281"",""ts"":""2025-01-15 17:03:53""}"
30163,10118,2024-07-20 17:03:53,SmartC-Policy-v1,590bd9adc2ef52268ca2165aee6271c3fd44be4829aa25330d7ba84f0f740040,Node05,Incident,"{""type"":""Incident"",""ref"":""10118"",""ts"":""2024-07-20 17:03:53""}"
30164,POL1003,2024-12-04 17:03:53,SmartC-Audit-v3,d1ffbbed5361751b8888f2d49add1eaab5dcf83d4ec1ade41178b91cf2a22712,Node02,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1003"",""ts"":""2024-12-04 17:03:53""}"
30165,POL1007,2025-02-20 17:03:53,SmartC-Policy-v3,3a198b79400f701bae25b3a0a76d16e305de478f465f351884c81cc3b26a42e5,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1007"",""ts"":""2025-02-20 17:03:53""}"
30166,50649,2024-08-09 17:03:53,SmartC-Audit-v2,0d170a3089995dba22f06e81eec8559f0f99a9fb491cc9fcb5790ef6ce924cb2,Node04,Access,"{""type"":""Access"",""ref"":""50649"",""ts"":""2024-08-09 17:03:53""}"
30167,50025,2025-01-26 17:03:53,SmartC-Policy-v2,1a71727c5e5c758aa4ff67cc0048b4fad626533d381bcf180e49dafec41b8b6f,Node02,Event,"{""type"":""Event"",""ref"":""50025"",""ts"":""2025-01-26 17:03:53""}"
30168,POL1028,2025-03-31 17:03:53,SmartC-Audit-v1,ab2e149a8b3b2cc01a2950279d89dd0954176cd3131197757f94fbc608d882b4,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1028"",""ts"":""2025-03-31 17:03:53""}"
30169,10018,2024-09-16 17:03:53,SmartC-Policy-v1,4b0efcf2445c22d96b5e9148eba22d48758267344660face86d077a8585b69ca,Node01,Incident,"{""type"":""Incident"",""ref"":""10018"",""ts"":""2024-09-16 17:03:53""}"
30170,51031,2024-11-22 17:03:53,SmartC-Policy-v2,4eb5ecd06bd4edd9f291cfeadda965d0e3bef0187891e1f3080af351f88ee106,Node03,Access,"{""type"":""Access"",""ref"":""51031"",""ts"":""2024-11-22 17:03:53""}"
30171,POL1007,2024-10-24 17:03:53,SmartC-Audit-v2,58dd537a111fba34c4ed69371bc2eb3718f832c4c95d00b1ec5bcf402483820c,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1007"",""ts"":""2024-10-24 17:03:53""}"
30172,50047,2025-03-25 17:03:53,SmartC-Policy-v3,7c2eadd01e0b4070dbe24f33d4ae0913c36626d6f4bc0c4b5518505f47145c69,Node05,Event,"{""type"":""Event"",""ref"":""50047"",""ts"":""2025-03-25 17:03:53""}"
30173,51022,2025-05-30 17:03:53,SmartC-Incident-v3,6cf8931bf68289d5b332e49b380d4bd4edd747a8248f26bf560634f899ba27fc,Node02,Event,"{""type"":""Event"",""ref"":""51022"",""ts"":""2025-05-30 17:03:53""}"
30174,50018,2024-12-26 17:03:53,SmartC-Access-v3,3e5010400a1ec223fe0e7c824f000ca9fe1e0381cfe51097ab45d931add34108,Node03,Event,"{""type"":""Event"",""ref"":""50018"",""ts"":""2024-12-26 17:03:53""}"
30175,51228,2024-09-14 17:03:53,SmartC-Incident-v3,1a6541397625126ba49ccc70b7d9b01fd878c32c427f12c90256b6af9e832467,Node03,Event,"{""type"":""Event"",""ref"":""51228"",""ts"":""2024-09-14 17:03:53""}"
30176,50574,2025-04-24 17:03:53,SmartC-Incident-v1,f7f77101b8278b1d13f37a648c17eaf1fccbb4c6f23fe4828f7a2d5ba0a3f59b,Node02,Event,"{""type"":""Event"",""ref"":""50574"",""ts"":""2025-04-24 17:03:53""}"
30177,POL1009,2025-05-22 17:03:53,SmartC-Access-v1,120933540cdf3368621f6e4ac9704c7dbe51b64325706a1608a952a14367f0f6,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1009"",""ts"":""2025-05-22 17:03:53""}"
30178,POL1012,2024-08-02 17:03:53,SmartC-Incident-v1,ef8b2faaa7e888ddb0fa21cef1914c78934d2b1ea9e4f2316e0022fcba660582,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1012"",""ts"":""2024-08-02 17:03:53""}"
30179,50598,2025-01-24 17:03:53,SmartC-Incident-v2,1f46c8838fcd7c4172f2cbabb96cf22baa1b81b6117651145b92deadb53ccf4c,Node03,Access,"{""type"":""Access"",""ref"":""50598"",""ts"":""2025-01-24 17:03:53""}"
30180,10139,2024-08-01 17:03:53,SmartC-Policy-v3,9bd7da5f4cb34b46a338d858350b24fe8849964f0ca44ff32d01160f1da21a9d,Node05,Incident,"{""type"":""Incident"",""ref"":""10139"",""ts"":""2024-08-01 17:03:53""}"
30181,10074,2024-11-15 17:03:53,SmartC-Incident-v1,b1d1a6b4637fe1e7650c8585543bb96dcf5cb01d55385b5f5d62207acffa1260,Node03,Incident,"{""type"":""Incident"",""ref"":""10074"",""ts"":""2024-11-15 17:03:53""}"
30182,10070,2024-11-08 17:03:53,SmartC-Incident-v2,d46c267f496b310f3b671a1b37867af573e42a8ad1ee2af2211c6ceeadbd9887,Node04,Incident,"{""type"":""Incident"",""ref"":""10070"",""ts"":""2024-11-08 17:03:53""}"
30183,51043,2024-12-29 17:03:53,SmartC-Incident-v3,a856aea49164994644d195b21b47c4cbb6ed8aa233069bdeb1ddb8d7f15422c6,Node02,Event,"{""type"":""Event"",""ref"":""51043"",""ts"":""2024-12-29 17:03:53""}"
30184,50392,2025-04-01 17:03:53,SmartC-Incident-v2,fcf58d0649ec210fb3c21c592caaf4b09ecdb7d432cd54b7b557816ad4054ef4,Node05,Access,"{""type"":""Access"",""ref"":""50392"",""ts"":""2025-04-01 17:03:53""}"
30185,POL1016,2024-12-13 17:03:53,SmartC-Audit-v2,01f0f11e2dc3749f81991737dd2bdbdbfc9bc46668cb8efbe6b1a900d8b07a9a,Node03,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1016"",""ts"":""2024-12-13 17:03:53""}"
30186,10051,2024-07-29 17:03:53,SmartC-Incident-v1,7338882140e316cf676b866a51f4615a9fb337bf78135edc923872ea4d2ca20a,Node04,Incident,"{""type"":""Incident"",""ref"":""10051"",""ts"":""2024-07-29 17:03:53""}"
30187,50782,2024-11-29 17:03:53,SmartC-Audit-v1,05cb38d490bfd613232dffd86c4206965ab103841a6eadbbd399b0f3b3271862,Node04,Access,"{""type"":""Access"",""ref"":""50782"",""ts"":""2024-11-29 17:03:53""}"
30188,51125,2024-11-19 17:03:53,SmartC-Incident-v1,21049d294a8273665d03ad231bdaf9c315d3b26274b1c782b702986a3c76fa37,Node05,Event,"{""type"":""Event"",""ref"":""51125"",""ts"":""2024-11-19 17:03:53""}"
30189,10040,2025-03-01 17:03:53,SmartC-Incident-v2,c95900df4714377539f85ba924da265217e544128b339a8be4a52e449c167001,Node05,Incident,"{""type"":""Incident"",""ref"":""10040"",""ts"":""2025-03-01 17:03:53""}"
30190,POL1016,2025-07-02 17:03:53,SmartC-Incident-v2,52df0078cd65aeb8fb43408887838615f381b18b83c2d853038dcb2698e99082,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1016"",""ts"":""2025-07-02 17:03:53""}"
30191,10094,2025-03-29 17:03:53,SmartC-Audit-v2,823e11c7a53b223f48e0496d7642d9eb33395794e113d6227d8423d1dd322790,Node05,Incident,"{""type"":""Incident"",""ref"":""10094"",""ts"":""2025-03-29 17:03:53""}"
30192,50232,2024-08-20 17:03:53,SmartC-Audit-v2,0a4953388f1614093f967144220fac37e74ae395d33e96a7b090ae2de753fd81,Node04,Event,"{""type"":""Event"",""ref"":""50232"",""ts"":""2024-08-20 17:03:53""}"
30193,51187,2025-03-31 17:03:53,SmartC-Policy-v3,71fb2b9988f0bc300fffe31ab136a5542737291692894c0f10cdf07bd82a8581,Node02,Access,"{""type"":""Access"",""ref"":""51187"",""ts"":""2025-03-31 17:03:53""}"
30194,POL1014,2024-08-10 17:03:53,SmartC-Audit-v1,09ce9a83b8bdb6332d54f7edd6e325cc06b8209da5de7d99ebc45170be3aef40,Node03,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1014"",""ts"":""2024-08-10 17:03:53""}"
30195,10086,2025-04-08 17:03:53,SmartC-Policy-v2,527405fb6e16deb492bd3e43fa5e87262dd934c617f4dc1972e593af3042d12c,Node02,Incident,"{""type"":""Incident"",""ref"":""10086"",""ts"":""2025-04-08 17:03:53""}"
30196,50731,2025-06-02 17:03:53,SmartC-Incident-v3,c1807f73eb219db1e8cac8dd789b9d4f44b285d4f026ee494a67d7c74fb8d22b,Node03,Access,"{""type"":""Access"",""ref"":""50731"",""ts"":""2025-06-02 17:03:53""}"
30197,50671,2025-02-18 17:03:53,SmartC-Policy-v3,5dbbf4aba9e13781e1e5cfdd937e6363a0d5047764f7743e89153b1ee5e3b355,Node03,Event,"{""type"":""Event"",""ref"":""50671"",""ts"":""2025-02-18 17:03:53""}"
30198,POL1012,2024-11-07 17:03:53,SmartC-Policy-v3,341b3a401f49d90744557f6807d62fc099b500f0d82f71c4428a2e0bc96ac5e4,Node05,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1012"",""ts"":""2024-11-07 17:03:53""}"
30199,POL1010,2024-09-27 17:03:53,SmartC-Audit-v2,33f206a1db82c5d4e0d2f34a88fedeeb640958401ce5f0795294b5c0e8c98d45,Node02,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1010"",""ts"":""2024-09-27 17:03:53""}"
30200,10120,2025-07-01 17:03:53,SmartC-Audit-v2,12cc324c64125e4846750465ed03266f7ebf7798db2e84557360cea006e31bf0,Node05,Incident,"{""type"":""Incident"",""ref"":""10120"",""ts"":""2025-07-01 17:03:53""}"
30201,10018,2025-06-21 17:03:53,SmartC-Access-v3,c3d5907398510df74a6ecadaa4fa6d7d5316cacb6512b9a3e373449a826ed72a,Node03,Incident,"{""type"":""Incident"",""ref"":""10018"",""ts"":""2025-06-21 17:03:53""}"
30202,50877,2025-04-14 17:03:53,SmartC-Audit-v3,fda90018da268e69b352415fbe883b8a8229907a804f9c7c3afb920d9a909cf5,Node02,Event,"{""type"":""Event"",""ref"":""50877"",""ts"":""2025-04-14 17:03:53""}"
30203,10209,2024-10-19 17:03:53,SmartC-Incident-v1,fe08044ccef060d6cc6ac7730ca0af1f6f133eb9670bd2e02429f0555063616a,Node05,Incident,"{""type"":""Incident"",""ref"":""10209"",""ts"":""2024-10-19 17:03:53""}"
30204,50419,2024-09-26 17:03:53,SmartC-Audit-v1,a1715df34236e8839eb336719ac27305d0bbeb3f790b9b226680fa1d4197b78e,Node04,Access,"{""type"":""Access"",""ref"":""50419"",""ts"":""2024-09-26 17:03:53""}"
30205,50881,2025-05-07 17:03:53,SmartC-Policy-v2,1f529b2354081aaf63aea238d8c93c07e2bc8511e82ca4f184538580d6a1b2f7,Node03,Event,"{""type"":""Event"",""ref"":""50881"",""ts"":""2025-05-07 17:03:53""}"
30206,10164,2025-01-13 17:03:53,SmartC-Incident-v1,655a8e4f10d5eb57f525f091aa292024d15f6254f45a518bbe0ca6df0d95cd13,Node03,Incident,"{""type"":""Incident"",""ref"":""10164"",""ts"":""2025-01-13 17:03:53""}"
30207,POL1028,2025-03-30 17:03:53,SmartC-Access-v2,c798a5b4cf9cea3cd90d629c9408eb86e9e21d2a9224e60fb89477be7a5ec731,Node04,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1028"",""ts"":""2025-03-30 17:03:53""}"
30208,10062,2024-07-10 17:03:53,SmartC-Audit-v1,02a8a08d43352bee714005983849950b44c086394973cb2fdbfe1041028e51f6,Node01,Incident,"{""type"":""Incident"",""ref"":""10062"",""ts"":""2024-07-10 17:03:53""}"
30209,50257,2024-07-12 17:03:53,SmartC-Audit-v1,8088d377083469734417a85672b883b5d396e20bae03091a4b5f85dc21a38d40,Node05,Event,"{""type"":""Event"",""ref"":""50257"",""ts"":""2024-07-12 17:03:53""}"
30210,POL1016,2025-03-08 17:03:53,SmartC-Audit-v2,923b5729552539e1b74a868cadd068aeadbb86df13ae66c192b6f0ea892ea8eb,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1016"",""ts"":""2025-03-08 17:03:53""}"
30211,10195,2025-03-21 17:03:53,SmartC-Access-v1,e0c79a1f1565dba087ed1baf1c68a755ebb7aeb6181d048943e19154ce697039,Node03,Incident,"{""type"":""Incident"",""ref"":""10195"",""ts"":""2025-03-21 17:03:53""}"
30212,POL1023,2025-03-11 17:03:53,SmartC-Audit-v1,2e24d8dd31f05a2e6d0affebd12a985c4c2e41ad813f9769826754383f2666c9,Node01,PolicyChange,"{""type"":""PolicyChange"",""ref"":""POL1023"",""ts"":""2025-03-11 17:03:53""}"
30213,10003,2025-02-19 17:03:53,SmartC-Incident-v1,4ddc5fd67c093534e4fc1f8f5e7ab4698f7a8ba925d1a5dfb9758381dd1ae27a,Node01,Incident,"{""type"":""Incident"",""ref"":""10003"",""ts"":""2025-02-19 17:03:53""}"
30214,10212,2024-09-18 17:03:53,SmartC-Access-v1,a44761139489c7db206705a0eedc9598d690ca4987c52d1a2a4d886dbf5d7f20,Node02,Incident,"{""type"":""Incident"",""ref"":""10212"",""ts"":""2024-09-18 17:03:53""}"
30215,51383,2024-12-03 17:03:53,SmartC-Audit-v1,f7e588ddb81154cc36b425a9b6309dd10ce60e15df510302bf18ba574d7c0326,Node01,Access,"{""type"":""Access"",""ref"":""51383"",""ts"":""2024-12-03 17:03:53""}"
30216,51349,2025-03-12 17:03:53,SmartC-Audit-v2,817241bd89b76c64b26e10a34de6c6202d18fe9752535d328f6f1830682cf4ae,Node01,Access,"{""type"":""Access"",""ref"":""51349"",""ts"":""2025-03-12 17:03:53""}"
30217,50247,2025-06-20 17:03:53,SmartC-Audit-v1,44d3b9a3a1d60a8980ff6dffc45026227913c37b577902b9267b99f4079b56ed,Node04,Event,"{""type"":""Event"",""ref"":""50247"",""ts"":""2025-06-20 17:03:53""}"
30218,51454,2025-05-16 17:03:53,SmartC-Audit-v2,0f73b3fa5b2cea304554d06545fd7899363f81a935c6f14a70a59e8f7370e7c4,Node04,Access,"{""type"":""Access"",""ref"":""51454"",""ts"":""2025-05-16 17:03:53""}"
30219,50933,2025-02-01 17:03:53,SmartC-Access-v1,b75cc8013b93c75966a82ea0cde972ea5dcf2121280c069c98c20828f5d45e07,Node05,Event,"{""type"":""Event"",""ref"":""50933"",""ts"":""2025-02-01 17:03:53""}"
